Brand_ID,Brand_Name,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs
BRAND-1068,Brand_1068,B,Vegan Leather,Yes,167.91,4375070.06,23408.62,No
BRAND-1069,Brand_1069,D,Bamboo Fabric,No,221.38,2743681.85,68462.87,Yes
BRAND-1070,Brand_1070,B,Bamboo Fabric,No,59.42,4642320.66,58372.34,Yes
BRAND-1071,Brand_1071,C,Recycled Polyester,Yes,169.96,2071313.38,69035.71,No
BRAND-1072,Brand_1072,A,Bamboo Fabric,No,455.41,1944089.81,32332.86,No
BRAND-1073,Brand_1073,D,Vegan Leather,No,116.54,1586267.18,34254.35,Yes
BRAND-1074,Brand_1074,A,Organic Cotton,Yes,155.43,3675980.87,89983.09,No
BRAND-1075,Brand_1075,C,Recycled Polyester,No,279.85,4164730.13,70256.01,Yes
BRAND-1076,Brand_1076,B,Recycled Polyester,No,101.25,413985.1,19516.25,No
BRAND-1077,Brand_1077,C,Bamboo Fabric,No,90.74,2998331.51,86118.62,No
BRAND-1078,Brand_1078,D,Recycled Polyester,Yes,387.11,882000.82,41088.43,Yes
BRAND-1079,Brand_1079,B,Vegan Leather,Yes,89.38,2867261.63,2331.03,Yes
BRAND-1080,Brand_1080,D,Vegan Leather,Yes,74.67,1765302.52,17599.9,Yes
BRAND-1081,Brand_1081,A,Organic Cotton,Yes,94.91,3422800.18,97965.53,Yes
BRAND-1082,Brand_1082,D,Recycled Polyester,No,149.48,1532339.46,98456.3,Yes
BRAND-1083,Brand_1083,A,Tencel,Yes,409.44,318910.46,11837.73,Yes
BRAND-1084,Brand_1084,C,Recycled Polyester,Yes,413.79,3177975.57,68127.85,Yes
BRAND-1085,Brand_1085,D,Bamboo Fabric,No,100.73,1148223.64,95605.26,Yes
BRAND-1086,Brand_1086,D,Vegan Leather,Yes,38.42,2388826.16,5219.84,Yes
BRAND-1087,Brand_1087,D,Tencel,No,300.78,3843981.76,35681.68,Yes
BRAND-1088,Brand_1088,D,Hemp,Yes,162.72,2147457.55,59461.17,No
BRAND-1089,Brand_1089,C,Bamboo Fabric,No,395.92,4732783.51,29295.8,No
BRAND-1090,Brand_1090,D,Bamboo Fabric,Yes,9.63,1762749.59,92835.24,No
BRAND-1091,Brand_1091,D,Vegan Leather,Yes,293.32,3720607.98,96370.2,No
BRAND-1092,Brand_1092,B,Bamboo Fabric,No,125.95,4398076.24,71522.82,Yes
BRAND-1093,Brand_1093,A,Bamboo Fabric,No,262.09,4501834.32,21301.34,No
BRAND-1094,Brand_1094,B,Recycled Polyester,Yes,335.28,4908563.63,8250.99,Yes
BRAND-1095,Brand_1095,D,Tencel,Yes,143.25,317229.64,16694.31,Yes
BRAND-1096,Brand_1096,C,Organic Cotton,No,330.54,2402211.55,57566.62,Yes
BRAND-1097,Brand_1097,A,Hemp,No,362.77,3164167.7,78572.2,No
BRAND-1098,Brand_1098,D,Tencel,No,426.23,209984.45,12062.63,No
BRAND-1099,Brand_1099,D,Vegan Leather,Yes,327.36,4423046.04,59794.6,No
BRAND-1100,Brand_1100,D,Tencel,Yes,20.32,1606806.61,31768.82,Yes
BRAND-1101,Brand_1101,D,Bamboo Fabric,Yes,352.96,4331965.63,59492.33,Yes
BRAND-1102,Brand_1102,B,Bamboo Fabric,No,400.17,3764072.76,60502.4,No
BRAND-1103,Brand_1103,D,Bamboo Fabric,No,403.05,3299439.38,21948.36,Yes
BRAND-1104,Brand_1104,D,Hemp,Yes,192.47,376682.38,97937.34,No
BRAND-1105,Brand_1105,D,Organic Cotton,No,258.04,2103556.62,29026.89,No
BRAND-1106,Brand_1106,A,Recycled Polyester,Yes,296.9,3703759.42,69932.28,No
BRAND-1107,Brand_1107,D,Recycled Polyester,No,7.92,4212236.24,23351.98,Yes
BRAND-1108,Brand_1108,A,Bamboo Fabric,No,203.94,3084509.74,35948.99,Yes
BRAND-1109,Brand_1109,D,Hemp,Yes,14.28,2805384.98,22180.81,No
BRAND-1110,Brand_1110,A,Hemp,No,22.72,587657.83,3411.9,Yes
BRAND-1111,Brand_1111,D,Tencel,Yes,56.92,1737915.93,75053.94,Yes
BRAND-1112,Brand_1112,C,Vegan Leather,Yes,198.3,2172560.42,2056.18,No
BRAND-1113,Brand_1113,D,Bamboo Fabric,Yes,22.24,3791705.81,28146.88,Yes
BRAND-1114,Brand_1114,D,Recycled Polyester,Yes,126.82,495614.93,76100.68,No
BRAND-1115,Brand_1115,D,Hemp,No,298.44,859850.73,11273.53,No
BRAND-1116,Brand_1116,B,Hemp,Yes,251.37,4540800.06,55167.22,Yes
BRAND-1117,Brand_1117,B,Hemp,Yes,447.1,1855698.79,58458.16,Yes
BRAND-1118,Brand_1118,B,Bamboo Fabric,No,149.8,359102.14,34662.64,No
BRAND-1119,Brand_1119,A,Tencel,Yes,46.64,1039406.97,41962.2,No
BRAND-1120,Brand_1120,A,Bamboo Fabric,Yes,155.84,1306478.21,12176.64,No
BRAND-1121,Brand_1121,B,Hemp,No,444.46,2883270.97,89349.05,No
BRAND-1122,Brand_1122,D,Vegan Leather,No,370.94,1747501.29,71804.17,Yes
BRAND-1123,Brand_1123,A,Recycled Polyester,No,351.91,3132459.77,61180.04,Yes
BRAND-1124,Brand_1124,D,Recycled Polyester,No,197.6,2684383.27,62859.15,Yes
BRAND-1125,Brand_1125,C,Organic Cotton,No,123.5,4630740.67,92619.05,No
BRAND-1126,Brand_1126,C,Organic Cotton,No,28.05,2539257.72,26937.16,Yes
BRAND-1127,Brand_1127,C,Hemp,Yes,85.13,1308839.48,60047.04,Yes
BRAND-1128,Brand_1128,C,Organic Cotton,No,397.93,4777566.49,98415.12,No
BRAND-1129,Brand_1129,D,Vegan Leather,No,371.8,4365430.64,35474,Yes
BRAND-1130,Brand_1130,B,Hemp,No,237.92,1043363.44,50914.66,Yes
BRAND-1131,Brand_1131,D,Bamboo Fabric,No,347.18,738238.53,96687.05,Yes
BRAND-1132,Brand_1132,C,Bamboo Fabric,No,272.55,96649.34,9795.9,No
BRAND-1133,Brand_1133,D,Recycled Polyester,Yes,412.24,1308484.31,41684.07,Yes
BRAND-1134,Brand_1134,B,Bamboo Fabric,Yes,206.29,3234519.41,65711.54,Yes
BRAND-1135,Brand_1135,C,Hemp,No,200.18,1721131.24,62673.11,Yes
BRAND-1136,Brand_1136,D,Recycled Polyester,No,216.91,3586529.06,28329.58,No
BRAND-1137,Brand_1137,B,Recycled Polyester,No,419.56,4716317.57,95114.67,No
BRAND-1138,Brand_1138,D,Recycled Polyester,Yes,357.32,1411313.79,51549.5,Yes
BRAND-1139,Brand_1139,C,Bamboo Fabric,No,17.88,4236413.33,52720.07,Yes
BRAND-1140,Brand_1140,A,Bamboo Fabric,Yes,6.69,3551188.03,39479.47,No
BRAND-1141,Brand_1141,A,Recycled Polyester,No,483.61,1011759.48,1193.87,No
BRAND-1142,Brand_1142,C,Organic Cotton,No,266.71,2039637.34,87124.82,No
BRAND-1143,Brand_1143,C,Hemp,No,473.77,184167.78,47347.65,Yes
BRAND-1144,Brand_1144,B,Organic Cotton,Yes,466.82,1131270.13,22314.28,Yes
BRAND-1145,Brand_1145,A,Hemp,No,337.03,2054315.34,86846.99,No
BRAND-1146,Brand_1146,B,Vegan Leather,No,370.1,2312877.18,53561.86,No
BRAND-1147,Brand_1147,B,Hemp,No,403.51,2333481.17,42370.68,Yes
BRAND-1148,Brand_1148,A,Bamboo Fabric,No,195.73,1263155.6,92645.57,No
BRAND-1149,Brand_1149,A,Vegan Leather,No,379.89,4101961.12,91233.8,Yes
BRAND-1150,Brand_1150,C,Organic Cotton,Yes,202.23,2492572.77,32083.84,Yes
BRAND-1151,Brand_1151,B,Organic Cotton,Yes,428.5,3280082.73,29089.16,Yes
BRAND-1152,Brand_1152,C,Organic Cotton,No,361.65,4588345.31,40342.22,Yes
BRAND-1153,Brand_1153,B,Hemp,Yes,419.44,3707716.15,54948.07,No
BRAND-1154,Brand_1154,B,Vegan Leather,No,214.85,3326467.63,58867.49,No
BRAND-1155,Brand_1155,B,Vegan Leather,No,228.78,4132752.87,22672.49,Yes
BRAND-1156,Brand_1156,A,Recycled Polyester,Yes,245.82,4570180.87,85796.84,Yes
BRAND-1157,Brand_1157,A,Recycled Polyester,No,203.83,2718085.69,15871.51,No
BRAND-1158,Brand_1158,C,Hemp,Yes,149.65,2545518.8,81900.41,Yes
BRAND-1159,Brand_1159,D,Organic Cotton,Yes,44.9,419639.4,26996.54,No
BRAND-1160,Brand_1160,A,Vegan Leather,Yes,127.96,1479502.93,78354.06,Yes
BRAND-1161,Brand_1161,C,Bamboo Fabric,Yes,157,2521835.66,3299.84,Yes
BRAND-1162,Brand_1162,C,Hemp,No,307.06,4162531.16,53334.93,Yes
BRAND-1163,Brand_1163,A,Hemp,No,184.96,2889880.84,12757.82,No
BRAND-1164,Brand_1164,D,Vegan Leather,No,33.86,653632.61,77895.08,Yes
BRAND-1165,Brand_1165,C,Recycled Polyester,No,157.6,2317363.34,99736.89,No
BRAND-1166,Brand_1166,B,Bamboo Fabric,No,452.27,402667.66,87866.82,Yes
BRAND-1167,Brand_1167,B,Vegan Leather,No,301.79,1489308.09,38501.24,No
BRAND-1168,Brand_1168,B,Recycled Polyester,Yes,199.77,414559.14,41097.1,Yes
BRAND-1169,Brand_1169,A,Organic Cotton,No,153.9,1346822.09,20015.26,No
BRAND-1170,Brand_1170,B,Hemp,No,56.65,4900492.56,5109.24,No
BRAND-1171,Brand_1171,C,Organic Cotton,No,462.88,4460567.88,1997.83,No
BRAND-1172,Brand_1172,D,Tencel,Yes,364.15,516089.47,88464.91,Yes
BRAND-1173,Brand_1173,D,Organic Cotton,No,281.32,1467130.55,50954.76,No
BRAND-1174,Brand_1174,D,Organic Cotton,Yes,32.95,101097.17,68635.71,No
BRAND-1175,Brand_1175,D,Bamboo Fabric,Yes,104.3,741622.81,5937.36,No
BRAND-1176,Brand_1176,B,Recycled Polyester,No,87.08,1773291.57,41603.16,No
BRAND-1177,Brand_1177,A,Tencel,Yes,205,4074084.67,11395.27,No
BRAND-1178,Brand_1178,B,Tencel,No,486.49,2650508.9,96285.02,Yes
BRAND-1179,Brand_1179,A,Recycled Polyester,Yes,212.08,2546678.52,60804.34,No
BRAND-1180,Brand_1180,B,Vegan Leather,No,370.9,1080155.67,46281.99,No
BRAND-1181,Brand_1181,D,Vegan Leather,Yes,80.67,1493465.8,53718.69,Yes
BRAND-1182,Brand_1182,B,Tencel,Yes,437.86,4465735.95,16348.92,Yes
BRAND-1183,Brand_1183,D,Hemp,No,338.1,559210.47,10733.12,No
BRAND-1184,Brand_1184,B,Vegan Leather,Yes,101.27,4559723.49,60725.2,No
BRAND-1185,Brand_1185,B,Vegan Leather,No,318.73,4038350.67,4271.97,Yes
BRAND-1186,Brand_1186,D,Organic Cotton,Yes,44.77,2071405.12,62736.31,Yes
BRAND-1187,Brand_1187,B,Tencel,Yes,102.4,1307012.46,14439.26,No
BRAND-1188,Brand_1188,B,Bamboo Fabric,Yes,436.64,3942443.19,71733.68,No
BRAND-1189,Brand_1189,B,Recycled Polyester,No,182.3,3589196.31,87175.08,No
BRAND-1190,Brand_1190,B,Hemp,No,58.96,1961342.95,76298.18,Yes
BRAND-1191,Brand_1191,A,Organic Cotton,Yes,216.95,4829638.49,5711.03,No
BRAND-1192,Brand_1192,B,Tencel,No,272.2,4675458.74,57966.06,No
BRAND-1193,Brand_1193,D,Vegan Leather,Yes,73.51,489648.7,81336.13,Yes
BRAND-1194,Brand_1194,C,Organic Cotton,Yes,39.5,3701472.37,17903.49,No
BRAND-1195,Brand_1195,C,Hemp,Yes,62.7,4363314.73,95197.13,No
BRAND-1196,Brand_1196,B,Tencel,Yes,102.79,347028.17,87951.72,No
BRAND-1197,Brand_1197,A,Hemp,No,2.47,4551131.66,83502.95,Yes
BRAND-1198,Brand_1198,C,Vegan Leather,No,117.03,934877,65230.62,No
BRAND-1199,Brand_1199,D,Organic Cotton,Yes,196.8,1873245.8,34869.71,No
BRAND-1200,Brand_1200,A,Organic Cotton,Yes,405.05,4796593.95,45464.19,Yes
BRAND-1201,Brand_1201,C,Bamboo Fabric,No,90.62,1374709.37,85978.84,Yes
BRAND-1202,Brand_1202,D,Tencel,No,147.85,4448111.02,87253.14,No
BRAND-1203,Brand_1203,B,Organic Cotton,Yes,39.95,1094586.19,71639.57,No
BRAND-1204,Brand_1204,B,Vegan Leather,Yes,355.04,4253298.78,28062.1,No
BRAND-1205,Brand_1205,B,Bamboo Fabric,Yes,251.77,2417996,36328.9,Yes
BRAND-1206,Brand_1206,D,Hemp,Yes,248.18,1759593.46,9793.65,No
BRAND-1207,Brand_1207,D,Vegan Leather,No,254.32,1512355.52,9026.87,No
BRAND-1208,Brand_1208,D,Recycled Polyester,No,414.43,4571818.84,36581.33,No
BRAND-1209,Brand_1209,B,Organic Cotton,Yes,395.08,134998.23,4966.09,Yes
BRAND-1210,Brand_1210,B,Tencel,Yes,89.61,4776840.54,81063.55,Yes
BRAND-1211,Brand_1211,B,Vegan Leather,Yes,264.23,846330.27,27705.34,Yes
BRAND-1212,Brand_1212,C,Vegan Leather,Yes,106.68,3698647.61,84088.81,Yes
BRAND-1213,Brand_1213,A,Bamboo Fabric,Yes,185.34,709471.95,95025.7,Yes
BRAND-1214,Brand_1214,A,Hemp,Yes,102.37,2095794.03,29768.84,Yes
BRAND-1215,Brand_1215,D,Recycled Polyester,No,236.7,136519.58,75604.05,No
BRAND-1216,Brand_1216,C,Vegan Leather,No,320.99,2910402.81,18820.7,Yes
BRAND-1217,Brand_1217,C,Vegan Leather,Yes,65.86,2201583.25,76397.06,No
BRAND-1218,Brand_1218,D,Tencel,No,206.2,1754619.57,20107.44,No
BRAND-1219,Brand_1219,C,Vegan Leather,Yes,304.13,3307587.77,72887.64,No
BRAND-1220,Brand_1220,C,Bamboo Fabric,Yes,80.2,2319929.28,99195.6,No
BRAND-1221,Brand_1221,C,Vegan Leather,No,82.2,370589.06,87781.6,No
BRAND-1222,Brand_1222,C,Organic Cotton,Yes,105.23,2740058.23,94175.5,No
BRAND-1223,Brand_1223,A,Vegan Leather,No,221.74,4640509.69,23024.47,No
BRAND-1224,Brand_1224,C,Organic Cotton,Yes,295.43,4582846.31,55407.09,Yes
BRAND-1225,Brand_1225,A,Bamboo Fabric,Yes,495.8,376822.67,7650.53,Yes
BRAND-1226,Brand_1226,C,Bamboo Fabric,No,310.51,4038850.1,26161.21,Yes
BRAND-1227,Brand_1227,A,Organic Cotton,No,344.67,2147504.67,85488.84,Yes
BRAND-1228,Brand_1228,B,Bamboo Fabric,No,247.89,1540017.15,73304.89,Yes
BRAND-1229,Brand_1229,A,Hemp,Yes,102.06,718909.08,58227.63,No
BRAND-1230,Brand_1230,C,Organic Cotton,No,211.62,758490.07,92896.16,No
BRAND-1231,Brand_1231,B,Recycled Polyester,No,95.29,3892515.08,67525.45,Yes
BRAND-1232,Brand_1232,C,Bamboo Fabric,Yes,109.99,4151160.26,29459.25,No
BRAND-1233,Brand_1233,B,Tencel,Yes,453.96,2456570.03,59032.83,Yes
BRAND-1234,Brand_1234,D,Vegan Leather,Yes,277.78,3844776.23,17828.9,No
BRAND-1235,Brand_1235,C,Tencel,No,435.28,4710731.66,25695.83,Yes
BRAND-1236,Brand_1236,C,Tencel,No,81.74,2885264.47,31221.55,No
BRAND-1237,Brand_1237,B,Vegan Leather,Yes,74.36,1540436.02,18582.49,Yes
BRAND-1238,Brand_1238,D,Recycled Polyester,No,121.23,1003972.54,2987.74,Yes
BRAND-1239,Brand_1239,A,Hemp,Yes,4.47,172282.99,90449.18,No
BRAND-1240,Brand_1240,D,Bamboo Fabric,No,32.17,1585797.72,81843.01,Yes
BRAND-1241,Brand_1241,A,Tencel,No,395.95,4970847.82,75687.7,Yes
BRAND-1242,Brand_1242,D,Tencel,Yes,332.42,1578148.88,97878.24,No
BRAND-1243,Brand_1243,B,Tencel,Yes,211.09,1360469.28,90565.94,No
BRAND-1244,Brand_1244,D,Vegan Leather,Yes,373.93,4298084.88,95107.72,Yes
BRAND-1245,Brand_1245,C,Vegan Leather,No,67.36,4233801.42,65174.54,No
BRAND-1246,Brand_1246,B,Tencel,No,90.85,1045625.53,25036.1,No
BRAND-1247,Brand_1247,A,Tencel,No,211.85,441713.1,16646.47,No
BRAND-1248,Brand_1248,A,Hemp,Yes,13.4,4500357.55,49155.91,Yes
BRAND-1249,Brand_1249,C,Hemp,No,446.74,3044700.08,66333.96,Yes
BRAND-1250,Brand_1250,C,Hemp,Yes,61.38,1672077.34,60159.58,No
BRAND-1251,Brand_1251,C,Vegan Leather,Yes,159.15,3620322.59,33253.14,No
BRAND-1252,Brand_1252,C,Tencel,No,187.1,1551142.42,48330.58,Yes
BRAND-1253,Brand_1253,B,Hemp,No,452.43,592529.72,37456.35,Yes
BRAND-1254,Brand_1254,C,Vegan Leather,No,35.69,2731783.98,5538.47,No
BRAND-1255,Brand_1255,D,Organic Cotton,No,155.05,3897778.21,97680.45,Yes
BRAND-1256,Brand_1256,C,Recycled Polyester,Yes,364.77,1098000.34,43163.45,No
BRAND-1257,Brand_1257,C,Tencel,Yes,350.08,1528063.8,84894.01,No
BRAND-1258,Brand_1258,D,Hemp,Yes,391.91,4552549.71,14077.53,Yes
BRAND-1259,Brand_1259,C,Recycled Polyester,Yes,349.63,3897992.68,88738.97,Yes
BRAND-1260,Brand_1260,A,Bamboo Fabric,No,332.31,344919.65,10964.79,Yes
BRAND-1261,Brand_1261,B,Hemp,Yes,10.15,440692.84,23010.05,Yes
BRAND-1262,Brand_1262,D,Organic Cotton,Yes,269.85,4048390.12,15855.82,Yes
BRAND-1263,Brand_1263,C,Hemp,No,331.38,331374.62,7109.55,Yes
BRAND-1264,Brand_1264,C,Vegan Leather,No,404.29,1087511.83,84025.14,Yes
BRAND-1265,Brand_1265,D,Vegan Leather,No,177.25,690970.21,15171.77,No
BRAND-1266,Brand_1266,A,Bamboo Fabric,No,418.35,4625100.24,90885.67,Yes
BRAND-1267,Brand_1267,A,Bamboo Fabric,Yes,273.27,4320747.69,72245.95,Yes
BRAND-1268,Brand_1268,D,Organic Cotton,Yes,365,2051982.39,75912.84,No
BRAND-1269,Brand_1269,B,Tencel,No,371.7,1041896.62,31589.34,Yes
BRAND-1270,Brand_1270,C,Organic Cotton,Yes,326.79,894726.73,98850.48,Yes
BRAND-1271,Brand_1271,B,Hemp,Yes,297.72,1007955.44,80199,Yes
BRAND-1272,Brand_1272,A,Organic Cotton,Yes,379.45,4134354.98,31538.09,No
BRAND-1273,Brand_1273,D,Recycled Polyester,Yes,225.05,1104234.19,39691.27,Yes
BRAND-1274,Brand_1274,B,Organic Cotton,No,332.64,3551747.61,67324,Yes
BRAND-1275,Brand_1275,D,Hemp,No,116.5,2500450.62,2135.19,Yes
BRAND-1276,Brand_1276,A,Tencel,No,406.72,4181386,90689.78,No
BRAND-1277,Brand_1277,D,Hemp,No,371.97,1009471.47,81856.52,Yes
BRAND-1278,Brand_1278,B,Vegan Leather,No,473.4,515657.18,30157.01,Yes
BRAND-1279,Brand_1279,D,Recycled Polyester,Yes,242.81,2601859.56,17393.71,Yes
BRAND-1280,Brand_1280,A,Organic Cotton,No,438.77,3686542.27,17671.88,Yes
BRAND-1281,Brand_1281,B,Hemp,Yes,413.8,3453418.51,8494.68,Yes
BRAND-1282,Brand_1282,D,Organic Cotton,No,273.27,1558661.53,2574.17,Yes
BRAND-1283,Brand_1283,B,Organic Cotton,Yes,164.49,3095324.88,40984.12,No
BRAND-1284,Brand_1284,D,Tencel,Yes,246.21,4369429.46,14820.62,No
BRAND-1285,Brand_1285,D,Organic Cotton,No,102.63,1873100.94,87793.05,Yes
BRAND-1286,Brand_1286,C,Organic Cotton,No,214.53,2857619.83,76903.36,Yes
BRAND-1287,Brand_1287,D,Vegan Leather,Yes,27.31,2242411.66,23173.77,No
BRAND-1288,Brand_1288,B,Organic Cotton,No,36.84,2356559.49,81008.09,Yes
BRAND-1289,Brand_1289,C,Recycled Polyester,No,259.44,3921967.95,48714.81,No
BRAND-1290,Brand_1290,D,Vegan Leather,No,214.16,1824355.42,10194.48,Yes
BRAND-1291,Brand_1291,A,Organic Cotton,No,191.94,1180105.48,75359.3,Yes
BRAND-1292,Brand_1292,D,Bamboo Fabric,Yes,218.87,928074.51,55982.41,Yes
BRAND-1293,Brand_1293,D,Bamboo Fabric,Yes,35.96,1267116.61,11287.21,No
BRAND-1294,Brand_1294,C,Vegan Leather,No,240.06,3949294.13,81570.7,Yes
BRAND-1295,Brand_1295,D,Hemp,No,151.35,3740249.16,55536.31,Yes
BRAND-1296,Brand_1296,B,Hemp,No,219.84,1797450.45,7332.57,Yes
BRAND-1297,Brand_1297,B,Recycled Polyester,No,297.51,2127201.33,91037.39,Yes
BRAND-1298,Brand_1298,C,Recycled Polyester,Yes,248.24,449430.55,28125.15,Yes
BRAND-1299,Brand_1299,D,Recycled Polyester,No,477.74,3921591.3,64585.84,Yes
BRAND-1300,Brand_1300,D,Tencel,No,65.66,3796776.68,20948.37,Yes
BRAND-1301,Brand_1301,D,Tencel,No,113.34,4659780.29,97570.4,No
BRAND-1302,Brand_1302,C,Vegan Leather,Yes,330.87,202458.53,78924.62,No
BRAND-1303,Brand_1303,D,Organic Cotton,Yes,188.39,1759224.06,11719.43,No
BRAND-1304,Brand_1304,A,Recycled Polyester,No,493.01,2132036.83,38991.04,No
BRAND-1305,Brand_1305,B,Tencel,No,82.31,847871.14,68304.38,Yes
BRAND-1306,Brand_1306,C,Bamboo Fabric,Yes,172.83,1146758.38,20098.97,No
BRAND-1307,Brand_1307,A,Recycled Polyester,No,16.94,2485640.47,63404.4,Yes
BRAND-1308,Brand_1308,B,Vegan Leather,Yes,420.82,2649574.28,41455.78,Yes
BRAND-1309,Brand_1309,A,Organic Cotton,No,130.69,3158728.82,62080.67,No
BRAND-1310,Brand_1310,B,Organic Cotton,Yes,73.49,4979912.13,74236.71,Yes
BRAND-1311,Brand_1311,C,Tencel,Yes,447.04,1532872.03,50882.17,Yes
BRAND-1312,Brand_1312,B,Recycled Polyester,No,183.27,4563786.01,66615.72,Yes
BRAND-1313,Brand_1313,A,Vegan Leather,Yes,212.94,4404701.13,63213.47,No
BRAND-1314,Brand_1314,C,Organic Cotton,No,209.7,1883977.76,94213.77,Yes
BRAND-1315,Brand_1315,C,Recycled Polyester,Yes,293.7,4116454.21,30749.19,No
BRAND-1316,Brand_1316,D,Bamboo Fabric,Yes,311.1,2896183.55,51304.13,Yes
BRAND-1317,Brand_1317,C,Hemp,No,10.98,3371284.51,82133.72,Yes
BRAND-1318,Brand_1318,B,Vegan Leather,No,466.24,3661980,49120.1,No
BRAND-1319,Brand_1319,A,Recycled Polyester,No,193.55,814927.34,55927,No
BRAND-1320,Brand_1320,B,Recycled Polyester,No,206.31,2155760.82,84742.74,Yes
BRAND-1321,Brand_1321,A,Tencel,No,35.87,4758985.17,96810.01,No
BRAND-1322,Brand_1322,D,Recycled Polyester,No,138.52,2544743.81,68688.49,Yes
BRAND-1323,Brand_1323,B,Organic Cotton,No,2.31,4552174.61,4651.96,Yes
BRAND-1324,Brand_1324,A,Vegan Leather,Yes,433.13,1648203.49,74810.98,Yes
BRAND-1325,Brand_1325,D,Organic Cotton,Yes,176.83,1647820.67,71174.89,No
BRAND-1326,Brand_1326,C,Tencel,Yes,326.16,1018168.86,4640.78,Yes
BRAND-1327,Brand_1327,C,Hemp,No,70.31,3764601.4,83238.96,No
BRAND-1328,Brand_1328,D,Bamboo Fabric,No,406.04,2632355.88,60346.64,No
BRAND-1329,Brand_1329,C,Hemp,No,402.58,2305972.54,26035.17,Yes
BRAND-1330,Brand_1330,A,Recycled Polyester,Yes,469.16,3490226.64,28476.44,No
BRAND-1331,Brand_1331,A,Bamboo Fabric,No,305.6,4273675.48,39776.71,No
BRAND-1332,Brand_1332,B,Hemp,No,362.78,728000.98,12265.47,No
BRAND-1333,Brand_1333,A,Organic Cotton,Yes,41.52,1988497.79,47137.9,Yes
BRAND-1334,Brand_1334,A,Organic Cotton,Yes,368.07,4096853.58,69665.93,Yes
BRAND-1335,Brand_1335,C,Organic Cotton,Yes,246.45,4173568.01,51828.65,No
BRAND-1336,Brand_1336,D,Bamboo Fabric,No,284.19,2523053.49,7592.29,Yes
BRAND-1337,Brand_1337,D,Tencel,No,230.52,4826535.28,3210.33,Yes
BRAND-1338,Brand_1338,D,Organic Cotton,No,405.3,1621712.97,67086.51,Yes
BRAND-1339,Brand_1339,A,Tencel,No,422.76,409423.4,3001.39,No
BRAND-1340,Brand_1340,C,Hemp,No,499.38,2164720.77,45095.57,No
BRAND-1341,Brand_1341,D,Vegan Leather,No,380.86,244930.59,68333.91,Yes
BRAND-1342,Brand_1342,C,Organic Cotton,Yes,120.62,4157679.23,71505.75,Yes
BRAND-1343,Brand_1343,D,Tencel,Yes,47.49,442973.53,58982.34,No
BRAND-1344,Brand_1344,C,Organic Cotton,No,323.71,1154974.91,90486.26,No
BRAND-1345,Brand_1345,D,Tencel,No,223.07,3578307.37,29470.55,Yes
BRAND-1346,Brand_1346,B,Bamboo Fabric,Yes,163.72,1398009.4,97901.92,Yes
BRAND-1347,Brand_1347,B,Recycled Polyester,No,491.86,3863850.38,17838.77,No
BRAND-1348,Brand_1348,A,Recycled Polyester,Yes,268.8,64512.15,13396.35,Yes
BRAND-1349,Brand_1349,D,Recycled Polyester,Yes,375.11,3765244.15,13146.7,Yes
BRAND-1350,Brand_1350,B,Tencel,No,91.25,4955381.74,37192.12,Yes
BRAND-1351,Brand_1351,C,Recycled Polyester,Yes,270.56,148973.5,43087.88,No
BRAND-1352,Brand_1352,D,Vegan Leather,No,1.32,2671855.8,36574.78,Yes
BRAND-1353,Brand_1353,C,Organic Cotton,No,356.29,695416.1,72387.55,Yes
BRAND-1354,Brand_1354,A,Recycled Polyester,Yes,384.24,2132325.47,33171.29,Yes
BRAND-1355,Brand_1355,B,Vegan Leather,Yes,147.84,1566995.74,9216.51,No
BRAND-1356,Brand_1356,A,Tencel,No,173.57,910971.72,44075.67,Yes
BRAND-1357,Brand_1357,B,Hemp,No,436.71,890021.7,13139.86,No
BRAND-1358,Brand_1358,B,Recycled Polyester,No,34.46,4362351.04,65150.58,No
BRAND-1359,Brand_1359,C,Vegan Leather,No,316.09,2604364.6,85387.06,No
BRAND-1360,Brand_1360,D,Tencel,Yes,30.34,2286871.36,37204.74,No
BRAND-1361,Brand_1361,B,Tencel,Yes,48.55,3875908.3,91862.09,Yes
BRAND-1362,Brand_1362,A,Bamboo Fabric,Yes,372.15,857227.06,5099.14,Yes
BRAND-1363,Brand_1363,D,Tencel,Yes,2.08,4119156.1,5954.71,Yes
BRAND-1364,Brand_1364,C,Recycled Polyester,Yes,56.49,2424253.65,13691.3,Yes
BRAND-1365,Brand_1365,B,Organic Cotton,No,440.97,1810229.6,12946.09,No
BRAND-1366,Brand_1366,D,Tencel,Yes,197.61,4222539.56,12456.07,Yes
BRAND-1367,Brand_1367,A,Recycled Polyester,No,61.02,1562192.37,49575.82,Yes
BRAND-1368,Brand_1368,B,Organic Cotton,Yes,276.23,3103506.95,23586.2,Yes
BRAND-1369,Brand_1369,D,Hemp,Yes,242.75,507983.08,16210.42,No
BRAND-1370,Brand_1370,B,Vegan Leather,No,75.3,1407294.33,22737.95,No
BRAND-1371,Brand_1371,B,Recycled Polyester,Yes,327.27,1654187.42,49264.11,No
BRAND-1372,Brand_1372,D,Tencel,No,22.61,2231549.72,79900.53,No
BRAND-1373,Brand_1373,C,Hemp,No,131.66,1421838.31,47226.5,Yes
BRAND-1374,Brand_1374,B,Bamboo Fabric,Yes,255.96,716626.52,61218.94,No
